727,752	-195,7378
732,4171	-226,9547
737,0822	-259,1046
741,7473	-292,1875
746,4123	-326,2034
751,0774	-361,1523
755,7424	-397,0343
760,4075	-433,8492
765,0726	-471,5972
769,7377	-510,2782
774,4027	-549,8922
779,0678	-590,4395
783,7328	-631,9194
788,3979	-674,3325
793,063	-717,6785
797,7281	-761,9576
802,3931	-807,1697
807,0582	-853,3148
811,7233	-900,3929
816,3884	-948,404
821,0534	-997,3481
825,7185	-1047,225
830,3835	-1098,035
835,0486	-1149,779
839,7137	-1202,455
844,3788	-1256,064
849,0438	-1310,606
853,7089	-1366,081
858,374	-1422,49
863,039	-1479,831
867,7041	-1538,105
872,3691	-1597,312
877,0342	-1657,453
881,6993	-1718,526
886,3644	-1780,532
891,0294	-1843,472
895,6945	-1907,344
900,3596	-1972,149
905,0247	-2037,888
909,6897	-2104,559
914,3548	-2172,163
919,0198	-2240,701
923,6849	-2310,171
928,35	-2380,575
933,0151	-2451,911
937,6801	-2524,18
942,3452	-2597,383
947,0103	-2671,519
951,6754	-2746,587
956,3404	-2822,588
961,0054	-2899,523
965,6705	-2977,391
970,3356	-3056,192
975,0007	-3135,926
979,6658	-3216,593
984,3309	-3298,193
988,996	-3380,726
993,6611	-3464,192
998,3262	-3548,591
1002,991	-3633,923
1007,656	-3720,188
1012,321	-3807,386
1016,987	-3895,517
1021,652	-3984,581
1026,317	-4074,579
1030,982	-4165,509
1035,647	-4257,372
1040,312	-4350,168
1044,977	-4443,897
1049,642	-4538,56
1054,307	-4634,155
1058,972	-4730,684
1063,637	-4828,145
1068,302	-4926,539
1072,968	-5025,866
1077,633	-5126,127
1082,298	-5227,32
1086,963	-5329,447
1091,628	-5432,506
1096,293	-5536,499
1100,958	-5641,424
1105,623	-5747,283
1110,288	-5854,075
1114,953	-5961,799
1119,619	-6070,457
1124,284	-6180,047
1128,949	-6290,571
1133,614	-6402,028
1138,279	-6514,417
1142,944	-6627,74
1147,609	-6741,996
1152,274	-6857,184
1156,939	-6973,306
1161,604	-7090,361
1166,269	-7208,349
1170,935	-7327,27
1175,6	-7447,124
1180,265	-7567,911
1184,93	-7689,63
1189,595	-7812,283
1194,26	-7935,869
1198,925	-8060,389
1203,59	-8185,84
1208,255	-8312,226
1212,92	-8439,543
1217,585	-8567,794
1222,25	-8696,979
1226,916	-8827,096
